Data as of,Start Date,End Date,Group,Year,Month,State,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,New Hampshire,40,53,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,New Hampshire,49,40,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,New Jersey,0,390,41
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,New Jersey,0,341,39
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,New Jersey,701,910,45
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,New Jersey,9010,5216,24
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,New Jersey,3358,2000,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,New Jersey,841,637,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,New Jersey,330,379,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,New Jersey,168,327,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,New Jersey,144,332,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,New Jersey,280,392,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,New Jersey,944,776,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,New Jersey,2389,1597,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,New Jersey,2482,1659,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,New Jersey,1453,1049,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,New Jersey,1045,832,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,New Jersey,1037,833,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,New Jersey,526,527,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,New Jersey,162,304,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,New Jersey,132,344,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,New Jersey,360,484,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,New Jersey,576,647,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,New Jersey,530,641,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,New Jersey,391,557,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,New Jersey,911,762,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,New Jersey,3041,1842,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,New Jersey,864,714,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,New Jersey,218,352,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,New Jersey,160,326,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,New Jersey,281,339,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,New Jersey,221,322,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,New Jersey,271,337,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,New Jersey,260,301,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,New Jersey,223,334,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,New Jersey,180,242,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,New Mexico,0,117,33
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,New Mexico,0,104,14
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,New Mexico,,120,10
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,New Mexico,164,177,0
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,New Mexico,264,181,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,New Mexico,131,144,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,New Mexico,168,143,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,New Mexico,96,108,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,New Mexico,53,99,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,New Mexico,169,200,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,New Mexico,797,516,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,New Mexico,1039,624,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,New Mexico,707,443,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,New Mexico,299,232,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,New Mexico,147,180,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,New Mexico,73,113,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,New Mexico,81,156,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,New Mexico,63,102,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,New Mexico,50,119,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,New Mexico,249,219,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,New Mexico,341,279,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,New Mexico,342,303,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,New Mexico,592,437,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,New Mexico,760,608,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,New Mexico,677,500,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,New Mexico,391,304,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,New Mexico,149,180,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,New Mexico,50,101,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,New Mexico,50,115,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,New Mexico,86,113,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,New Mexico,110,105,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,New Mexico,71,93,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,New Mexico,55,105,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,New Mexico,22,50,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,New York,,790,65
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,New York,,652,81
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,New York,706,1312,80
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,New York,7289,4670,31
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,New York,2720,1781,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,New York,629,758,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,New York,238,576,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,New York,145,515,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,New York,121,608,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,New York,292,616,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,New York,933,936,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,New York,3119,1808,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,New York,4347,2404,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,New York,2217,1493,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,New York,1155,1070,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,New York,898,918,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,New York,527,787,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,New York,239,590,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,New York,126,585,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,New York,460,790,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,New York,855,1003,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,New York,995,1085,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,New York,1084,1147,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,New York,1898,1605,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,New York,3042,1947,18
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,New York,1313,1125,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,New York,420,728,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,New York,343,693,22
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,New York,614,739,25
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,New York,385,620,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,New York,375,642,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,New York,395,633,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,New York,408,612,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,New York,397,524,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,New York City,0,428,64
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,New York City,0,369,53
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,New York City,2182,1610,143
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,New York City,14926,6553,746
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,New York City,2853,1371,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,New York City,492,401,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,New York City,200,339,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,New York City,108,275,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,New York City,99,299,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,New York City,149,295,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,New York City,296,400,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,New York City,977,623,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,New York City,1947,1002,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,New York City,1929,967,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,New York City,1569,938,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,New York City,1087,716,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,New York City,495,437,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,New York City,151,334,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,New York City,105,311,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,New York City,285,390,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,New York City,384,467,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,New York City,285,410,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,New York City,236,420,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,New York City,585,568,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,New York City,2668,1251,12
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,New York City,777,587,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,New York City,206,356,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,New York City,118,310,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,New York City,171,307,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,New York City,193,336,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,New York City,234,337,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,New York City,258,374,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,New York City,190,309,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,New York City,161,262,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,North Carolina,0,592,58
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,North Carolina,,516,114
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,North Carolina,24,553,85
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,North Carolina,449,700,16
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,North Carolina,540,645,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,North Carolina,471,570,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,North Carolina,700,652,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,North Carolina,912,861,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,North Carolina,914,858,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,North Carolina,985,938,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,North Carolina,1285,1032,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,North Carolina,2508,1820,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,North Carolina,3695,2457,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,North Carolina,1692,1321,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,North Carolina,657,744,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,North Carolina,500,659,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,North Carolina,518,685,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,North Carolina,264,536,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,North Carolina,319,562,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,North Carolina,1640,1490,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,North Carolina,2652,2235,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,North Carolina,1618,1560,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,North Carolina,680,940,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,North Carolina,999,1185,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,North Carolina,2485,1962,17
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,North Carolina,1960,1445,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,North Carolina,597,698,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,North Carolina,192,473,13
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,North Carolina,240,497,
